Amphith��tre - Salle 3000,So Floyd,1709852400000, 100,Rock & Pop ,https://www.petit-bulletin.fr/lyon/agenda-308002-so-floyd.html
Amphith��tre - Salle 3000,Gospel Pour 100 Voix,1709938800000, 100,Soul & funk  / Gospel,https://www.petit-bulletin.fr/lyon/agenda-299526-gospel-pour-100-voix.html
Amphith��tre - Salle 3000,Kodo,1710025200000, 100,Sono Mondiale ,https://www.petit-bulletin.fr/lyon/agenda-286183-kodo.html
Amphith��tre - Salle 3000,Kyo,1710111600000, 100,Rock & Pop ,https://www.petit-bulletin.fr/lyon/agenda-300588-kyo.html
La Balise 46 - MJC Villeurbanne,La Nuit du Slam,1710630000000, 100,Rap ,https://www.petit-bulletin.fr/lyon/agenda-272924-la-nuit-du-slam.html
LDLC Arena,Grand Corps Malade,1710975600000, 100,Chanson ,https://www.petit-bulletin.fr/lyon/agenda-302131-grand-corps-malade.html
Halle Tony Garnier,PLK,1711839600000, 100,Rap ,https://www.petit-bulletin.fr/lyon/agenda-308013-plk.html
Halle Tony Garnier,Zola,1712440800000, 100,Rap ,https://www.petit-bulletin.fr/lyon/agenda-266563-zola.html
Transbordeur,Les Trois Accords,1712786400000, 100,Chanson ,https://www.petit-bulletin.fr/lyon/agenda-307909-les-trois-accords.html
Halle Tony Garnier,PLK,1712872800000, 100,Rap ,https://www.petit-bulletin.fr/lyon/agenda-308013-plk.html
Amphith��tre - Salle 3000,Veronic Dicaire,1713045600000, 100,Chanson ,https://www.petit-bulletin.fr/lyon/agenda-203720-veronic-dicaire.html
Halle Tony Garnier,Patrick Fiori,1713045600000, 100,Chanson ,https://www.petit-bulletin.fr/lyon/agenda-245887-patrick-fiori.html
LDLC Arena,Stars 80 Encore !,1713045600000, 100,Chanson ,https://www.petit-bulletin.fr/lyon/agenda-305623-stars-80-encore.html
